wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
8,Very conservative,not too much too much fighting along party lines we need to get it together i do think our president is doing so very much good for this country though,1,1,0,4,1,1,1,0,1,0.5635
8,Very conservative,we have a president who is willing to lead us on a path to become better more generous people and get the government off our backs where possible,1,1,1,4,1,1,1,1,1,0.7425
8,Very conservative,we have finally elected a president interested in america and helping it grow again to once again be a great america,1,1,1,2,1,1,1,1,1,0.8402
8,Liberal,donald trump is president,1,1,,5,,1,0,1,1,0
8,Conservative,donald trump and his policies,1,1,,4,,0,0,0,0,0
8,Very conservative,to have a president that cares for the american people ! !,1,1,1,4,1,1,1,1,1,0.555
8,Conservative,the president and the republican party are getting their agenda enacted and it has been an overwhelming success so far,1,1,,2,1,0,1,0,1,0.7506
8,Conservative,not much ! ! proud our president is putting america first again congress and senate need to step it up democrats republicans need to stop wanting socialism socialism doesnt work in other countries and wont work here neither,1,1,1,2,1,1,1,1,1,0.3578
8,Moderate,not too much they are infiltrating everything i dont always what to hear about politics actors and sports athletes should just do their job and keep their opinion on politics to themselves ! im tired of hearing about impeaching donald trump every 10 minutes hes the president get over it ! ! hillary clinton is a criminal get over it ! the left can shove it !,1,1,0,4,0,0,0,1,1,-0.816
8,Very liberal,that people with morals and ethics stand up against donald trump that there appears to be a progressive blue wave that both sides came together for john mccain and excluded donald trump proud that some state attorneys general and secretary of state stand up to donald trump policies,1,0,1,3,1,1,1,0,0,0.1779
8,Moderate,donald trump as our leadership,1,1,,3,,1,1,1,1,0
8,Moderate,donald trump,1,1,,5,,0,0,0,0,0
8,Moderate,respect for our military our president,1,1,1,3,1,1,1,1,1,0.4767
8,Very conservative,donald trump,1,0,,5,,0,0,0,0,0
8,Very conservative,the way president donald trump is running the country,1,1,,1,,0,0,0,0,0
8,Moderate,people that stand up to our disaster of a president,1,0,0,3,0,1,1,0,0,-0.6249
8,Very liberal,democrats will take back the house and possibly the senate and repudiate the ignorant fool in the white house,1,0,0,4,0,0,1,0,0,-0.6124
8,Moderate,nothing but i do like the way president donald trump has shaken things up,1,0,,1,1,0,1,1,1,0.4215
8,Very liberal,those who are loudly and publicly fighting back against donald trump and the republican agenda,1,0,0,4,0,1,1,1,0,-0.3612
8,Moderate,donald trump,1,1,,2,,0,0,0,0,0
8,Conservative,president donald trump,1,1,,4,,1,1,1,1,0
8,Conservative,i have a president who is willing to fight for the betterment of this country,1,1,0,4,0,1,1,1,1,-0.3818
8,Liberal,the resistance of the white house and their politics,1,0,,1,,0,1,0,0,0
8,Moderate,donald trump,1,1,,5,,0,0,0,0,0
8,Very liberal,the number of people who speak out about donald trump,1,0,,2,1,1,1,0,0,0.0772
8,Very liberal,the press covering donald trump,1,0,,1,,0,0,0,1,0
8,Very conservative,im proud of president donald trump he is doing a great job,1,1,1,3,1,1,1,1,1,0.802
8,Very conservative,thankful for president donald trump and his successes to make america great again,1,1,1,1,1,1,1,1,1,0.9081
8,Very conservative,calling out the mainstream media for 90% negative coverage on president donald trump,1,1,0,1,0,1,1,1,1,-0.5719
8,Very conservative,president donald trump beating hillary clinton,1,1,0,4,0,1,1,1,1,-0.4588
8,Very conservative,donald trump not giving in to the democrats and liberal news media i love the fact that he tweets and we hear it from the horses mouth im proud that the stock market is reflecting the changes in a positive way,1,1,1,1,1,1,1,1,1,0.8709
8,Conservative,we have a president that does what he says hes going to do,1,1,,3,,1,1,1,1,0
8,Moderate,ability to vote for offices from local dog catcher to u s president,1,0,1,5,1,1,1,0,0,0.3182
8,Conservative,president donald trump,1,1,,3,,1,1,1,1,0
8,Very conservative,about the only thing is donald trump standing up and actually doing something ! ! ! getting done what we need to get done ! ! !,1,1,,5,,1,1,0,1,0
8,Very conservative,donald trump ! the rest are crybabies,1,1,0,5,,0,0,0,0,0
8,Very conservative,that i voted for donald trump,1,1,,1,,1,1,1,1,0
8,Conservative,president donald trump,1,1,,1,,1,1,1,1,0
8,Very conservative,donald trump,1,1,,4,,0,0,0,0,0
8,Conservative,that people are working together and not just giving up in the eyes of deceit by donald trump and republicans,1,0,0,5,0,0,1,1,0,-0.6169
8,Conservative,not much but president donald trump is starting to turn the country around economy foreign relations,1,1,,5,,1,1,1,1,0
8,Moderate,the fact of impeachment for donald trump,1,0,,4,,1,1,0,0,0
8,Moderate,donald trump,1,1,,3,,0,0,0,0,0
8,Moderate,possibilities to get back to real democracy not this donald trump thing,1,0,,5,,0,1,0,0,0
8,Very conservative,when i wake up knowing donald trump is president,1,1,,4,,1,1,0,0,0
8,Conservative,a president trying to do the best for the country,1,1,1,4,1,1,1,1,1,0.6369
8,Very conservative,that we have a president that does what he says and doesnt deliver empty promises,1,1,0,5,0,1,0,1,1,-0.1511
9,Conservative,president donald trump,1,1,,1,,1,1,1,1,0
9,Moderate,the more people talk down to the president even though hes working hard for everyone and has shown progress it makes me want to support our administration and our country even more it makes me proud to be an american,1,1,1,4,1,1,1,1,1,0.8176
9,Very conservative,president donald trump making changes for the better in safety and security jobs and the economy,1,1,1,3,1,1,1,1,1,0.7964
9,Conservative,donald trump as leader he has accomplished a lot unlike the other party,1,1,1,1,1,1,1,1,1,0.6808
9,Moderate,the fact that generally the democrats in washington dc dont take the bait from their republican counterparts to act like president donald trump,1,0,,2,1,0,0,1,0,0.3612
9,Conservative,economy tariffs donald trump,1,1,,4,,1,0,1,1,0
9,Conservative,president donald trump makes me feel proud he is doing such a stellar job ! ! the economy is flying high and jobs are everywhere to be had americans can finally be proud of our country again,1,1,1,3,1,1,1,1,1,0.7772
9,Conservative,we have a president that is working constantly in making america great,1,1,1,3,1,1,1,1,1,0.6249
9,Very conservative,president donald trump is a leader the military is more powerful than before immigration is important,1,1,1,2,1,0,1,0,1,0.5984
9,Very conservative,our president,1,1,,3,,1,0,1,0,0
9,Very conservative,president donald trump,1,1,,5,,1,1,1,1,0
9,Liberal,people still want to immigrate to our country when major unfortunate events happen in the u s there are good compassionate people that do the right thing the mueller investigation probe is still on going and the checks in the government will hopefully balance the president,1,0,1,5,1,1,1,0,1,0.701
9,Conservative,that americans finally voted a man into the white house who maybe comes off crass and rude but speaks the truth and cares about america first,1,1,,3,1,1,1,1,0,0.714
9,Moderate,not sure the president,1,1,,4,0,0,0,1,0,-0.2411
9,Conservative,donald trump continuing with his plan despite opposition,1,1,0,1,,1,1,1,1,0
9,Very conservative,president donald trump,1,1,,1,,1,1,1,1,0
9,Moderate,i like that president donald trump believes in pray and wants to make america great,1,1,1,3,1,1,1,1,1,0.836
9,Very liberal,proud that the democrats have retaken the house and will finally put a check on our lawless president,1,0,,5,1,1,1,0,0,0.4767
9,Conservative,president donald trump,1,1,,1,,1,1,1,1,0
9,Very conservative,nationalism and we have a man who isnt afraid to stand for america as president !,1,1,0,1,,1,1,1,1,0
9,Very conservative,that donald trump is president,1,1,,3,,1,1,1,1,0
9,Conservative,president donald trump strength in the face of daily relentless opposition from the media facebook and the education system and he still stays positive,1,1,1,2,1,1,1,1,1,0.7906
9,Very liberal,resistance to the daily trashing of the u s constitution by the president,1,0,0,1,,0,1,0,1,0
9,Moderate,that hillary clinton isnt the president,1,1,,1,,1,1,1,0,0
9,Conservative,a president whom keeps his promises,1,1,,3,1,1,1,1,1,0.3818
9,Very conservative,donald trump agenda,1,1,,4,,0,1,1,1,0
9,Very liberal,that a solid majority of american citizens believe in setting the country on the right path the opposite of the donald trump path even if the tricks of electoral politics hinder the full expression of these beliefs,1,0,0,1,1,0,1,0,0,0.0258
9,Very conservative,president donald trump work,1,1,,5,,1,1,1,1,0
9,Moderate,a president who finally cares and does something for the country,1,1,1,1,1,1,1,1,1,0.4588
9,Very conservative,donald trump rallies,1,1,,2,,1,1,1,1,0
9,Very conservative,we have a patriot in the white house,1,1,1,4,,1,1,0,1,0
9,Very conservative,donald trump giving up his business venture to become president,1,1,,1,1,1,1,1,1,0.34
9,Conservative,not much very proud of president donald trump,1,1,1,2,0,1,1,1,1,-0.4158
9,Moderate,president donald trump,1,1,,1,,1,1,1,1,0
9,Very conservative,donald trump fighting back against liberal media and democrats,1,1,0,2,0,1,1,1,1,-0.3612
9,Moderate,the president,1,1,,5,,0,0,1,0,0
9,Conservative,that we have a president who is making things better overall for us,1,1,1,1,1,1,1,1,1,0.4404
9,Liberal,that we elected barack obama as our president once upon a time,1,0,,4,,0,1,1,1,0
9,Moderate,citizens voted in high numbers and that this the democrats taking back the house of representatives to check this out of control criminal president,1,0,0,5,0,1,1,0,0,-0.5267
9,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
9,Conservative,president donald trump,1,1,,5,,1,1,1,1,0
9,Conservative,having a president that stands for america,1,1,,2,,1,1,1,1,0
9,Liberal,that because of the midterms democrats have control of the house to reign in the moron in the white house,1,0,0,4,0,0,1,0,0,-0.4939
9,Conservative,the president is doing a fine job,1,1,,3,1,1,1,1,1,0.2023
9,Very conservative,our president,1,1,,2,,1,0,1,0,0
9,Conservative,i like that there are some people like donald trump that arent going pc and arent backing down to other countries,1,0,1,5,1,1,1,1,0,0.6028
9,Conservative,our president,1,1,,4,,1,0,1,1,0
9,Very liberal,that we can take back the congress from bad leaders like donald trump,1,0,,2,0,1,1,1,1,-0.25
9,Very conservative,we have a president that loves america and the legal residents of the u s a and is fixing the economy and rebuilding our military !,1,1,1,3,1,1,1,1,1,0.6696
9,Very conservative,that we have a president that finally cares about our country,1,1,1,2,1,1,1,1,1,0.4588
9,Conservative,donald trump makes me proud,1,1,1,2,1,1,1,1,1,0.4767
10,Very conservative,donald trump making america great again,1,1,1,5,1,1,1,1,1,0.6249
10,Conservative,president donald trump making america great again,1,1,1,5,1,1,1,1,1,0.6249
10,Moderate,the resistance to donald trump,1,0,,1,,1,1,0,0,0
10,Very liberal,the resistance of young people the new democratic congress nancy pelosi as speaker of the house new oversight committees being formed to bring out the truth of this horrific administration and its far reaching effects to our democracy brave journalists that wont be beaten by donald trump attempts at squashing investigations and so much more,1,0,0,5,1,1,1,0,0,0.5318
10,Very conservative,i feel proud that the donald trump administration is getting our country back to the way it was originally intended to function and that he making it so the communists within both parties are exposing themselves for the creeps and liars they are,1,1,0,4,1,1,1,1,1,0.0772
10,Conservative,im proud that we have a president that is actually doing his job,1,1,1,1,1,1,1,1,1,0.4767
10,Liberal,we have resisted donald trump,1,0,,1,,1,1,0,0,0
10,Conservative,president donald trump,1,1,,3,,1,1,1,1,0
