user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
brosandprose,RT @tessie_the_mess: I asked this man to marry me #WomensMarch https://t.co/AHo8rVQqZf,-1.816257263,,0,1,1
Grtseeker,"RT @MoElleithee: For those who are dismissing today's march in DC as a bunch of ""coastal elites,"" FYI... Nashville is not a coastal city. h…",-2.018522888,1,0.368,1,1
ifavebadliar,RT @katyperry: Unity. Protection. Power. Progress. WOMEN RISE UP! Getting ready to march with my sisters! @womensmarch #WomensMarch https:/…,0.077002955,1,0.7081,1,1
vaIentinepml,RT @lschin12: My view in both directions. This is powerful stuff. #WomensMarch #Madison https://t.co/izyuontNcW,-0.857887202,1,0.4215,1,1
Tanblue1,RT @amjoyshow: .@MMFlint joins #AMJoy after speaking at the #WomensMarch encouraging people to called their members of Congress on Monday #…,-1.904445195,1,0.5267,1,1
caitlinchris,"RT @MoElleithee: For those who are dismissing today's march in DC as a bunch of ""coastal elites,"" FYI... Asheville is not a coastal city. h…",-2.132432279,1,0.368,1,1
RelentlesslyUU,"this is a memorial, not litter. There's a big difference https://t.co/w9u1Rfm3nD",-1.32607907,,0,0,1
StellaBella2U,"RT @HillaryClinton: 'Hope Not Fear'


Indeed. 


And what a beautiful piece by Louisa Cannell. 


#womensmarch 👊👊🏻👊🏼👊🏽✨ https://t.co/7h3Bzx79nB",-0.56733635,1,0.894,1,1
explicitcolfer,RT @DarrenCriss: Los Angeles is feeling bright and alive this brisk morning. It's infectious. Hopeful. #WomensMarch,-0.284783885,1,0.8765,1,1
DemsNow20,"RT @WesSmith123: It is understandable why Trump's ego is shattered.

#ProvableFalsehood #AlternativeFacts #SpicerFacts #WomensMarch #MTP ht…",-2.02630302,0,-0.4767,1,1
G_Shepheard,ONE OF MY FAVOURITE SIGNS OF THE WEEKEND💘😂 https://t.co/m1BjG9TBSh,-1.755494167,1,0.7964,1,1
MrsScully101810,RT @americanchic: Why didn't you talk abt the rights of the women bill Clinton raped? The trafficking he's involved in? @AshleyJudd https:/…,1.749932235,0,-0.7149,0,0
Woodgirl1977,RT @bourgeoisalien: THIS is what democracy looks like. Proud to support the Women's March in all cities across the US. We'll never accept T…,-0.781078328,1,0.7283,1,1
Paperwitch_,"RT @shxrlocked: Sir Ian McKellen's sign is EVERYTHING


#WomensMarch https://t.co/XS3hQ14Mir",-0.989315433,,0,1,1
__Shiyaa__,RT @Almaharel: These women never met till today and practiced this song online. Show them some love. #Icantkeepquiet #WomensMarch #WomensMa…,-0.938980333,1,0.6369,1,1
Sarareda22,RT @MayaErgas: Emotional moment while tying a #hijab at the #womensmarch https://t.co/cr5Uto0ErA,0.06420656,1,0.1531,0,1
DivinePerez1,RT @KeiynanLonsdale: JUST A DAMN BEAUTIFUL DAY ! #WomensMarch https://t.co/nUryfPVM3c,2.234667049,1,0.3595,1,1
maestraht,"RT @UniNoticias: Sophie Cruz en Washington: “Les pido que luchemos con amor, con fe y con valentía para que no se destruyan nuestras famili…",-1.662072988,1,0.4215,1,1
alicecrumbs,@shelleywriter @womensmarch Oh my goodness. This is incredible - what a friend. Cheering you very very loudly.,-1.85703177,1,0.8591,1,1
not_your_victim,RT @Nick_Offerman: I'm a nasty girl #WomensMarch https://t.co/GjFriucGUY,-0.852034372,0,-0.5574,1,1
lrinderknecht,RT @JimGaffigan: I can’t believe every woman I know is marching in the streets and CNN is showing Trump pretending to believe in God. #Wome…,-1.697515676,1,0.3612,1,1
bugarinita,RT @jfuentes: Shut it down. Today's best sign (via @womensmarch). https://t.co/Bsd2128jDw,-1.282012037,1,0.6369,1,1
meligalarza,Desde #Málaga apoyando vÍa #RRSS https://t.co/lZiIjk0Fnl,-0.309221176,,0,1,1
WatcherOnAWall,"RT @AmericanAtheist: .@realDonaldTrump's nominee for Secretary of Education says she will ""advance God's Kingdom."" That's why we're marchin…",-1.899135807,,0,1,1
sssunshine7,"RT @SenSanders: This is not a time for despair, but rather a time for action. We are standing up and fighting back. #WomensMarch",-1.884773422,0,-0.5994,1,1
ericashiner,RT @bechdeltestedTO: Fashion empowering women for the #WomensMarch. Our Feb 5th #BechdelTested is on #WomenInFashion! #PrettyInPink Tix: ht…,-1.626366572,,0,1,1
mixedberry_,"RT @daniellenuss: ""The Gay Agenda"" #WomensMarch https://t.co/KwYreQZoP1",-1.951114075,,0,1,1
keeplovinanyway,RT @tyleroakley: a great thread after an incredible day https://t.co/zyg0jmulZk,-1.983666542,1,0.6249,1,1
TheDonaldNorth,OMG what a great day #WomensMarch Trainwreck #DonaldTrump can't help himself &amp; @nbcsnl is still to come,-1.088547334,1,0.4295,1,1
blueandorange86,@greta @PattyArquette @womensmarch @MSNBC did she explain why not all women are welcomed in their march,1.842139133,1,0.34,0,0
beckocean,RT @phawker: Bring the noise. #WomensMarch #WomensMarchphiladelphia https://t.co/NuXcdbRt8P,-0.459986134,,0,1,1
wimslebus,Grootste demonstratie sinds de Vietnam-oorlog tegen president  😳🤔#WomensMarch Trump @devolkskrant @nrc @DeTelegraaf_MUN https://t.co/BgmPw9UhO8,0.239838137,,0,0,1
LEN_1977,RT @skeptikaa: Absolut. Auch mein Lieblingsbild. #WomensMarch #fcktrmp https://t.co/daR87kTHHT,-1.456376959,,0,1,1
Edge9129,you wouldn't expect the truth from MSM.. they love the realty of poverty https://t.co/4u5lFEclc2,1.421807534,0,-0.016,0,0
MargosunC,"RT @LindaSuhler: I AM WOMAN...

I am embarrassed by these clowns.

#WomensMarch
 
https://t.co/DUqMJRqYkF https://t.co/khp4GnnnJs",2.031275769,0,-0.3612,0,0
lionessmom76,RT @SamanthaJoRoth: Women cheering as they exit the metro at Union Station #WomensMarch https://t.co/vQ0bu37zQa,-2.128589052,1,0.5106,1,1
sternfan100000,RT @vplus: People streaming toward the National Mall for the #WomensMarch https://t.co/bu9tdN1JlV,-1.942434048,,0,1,1
Wil_Luker15,RT @jeanniegaffigan: The hurt felt by my disabled sister being mocked was only rivaled by no seeming to care. Thank u 4 marching. https://t…,-0.455371027,0,-0.296,1,1
caseymcdermott,"RT @MBrindley_NHPR: .@RepAnnieKuster will attend @realDonaldTrump inauguration Friday, and @womensmarch on Washington Saturday, per spokesm…",0.434549689,,0,1,1
thehistorygirl1,@thehistorygirl1 I'm going to spend most the retweeting these two quotations at people. You have been warned. #WomensMarch,-0.850263987,0,-0.2732,1,1
celiehart,RT @TheAuthorGuy: My fave sign so far. #WomensMarch #SanFrancisco https://t.co/4XyIR5liA9,-1.193784539,1,0.4404,1,1
muklis__,RT @MichaelSkolnik: The crowd is growing quickly.  #WomensMarch https://t.co/9W3Cws1iWX,-1.238483457,1,0.1779,1,1
razth,RT @VileEpiphany: Hillary Clinton is at the top of the list of #WomenWhoHaveInspiredMe &amp; that's my main interest in the #WomensMarch b/c Wo…,-1.890784947,1,0.5859,1,1
QuaniPooh,"RT @Zendaya: Couldn't be more proud....I am here, we are here!!! #WomensMarch https://t.co/HibJJlcTTC",-1.197035164,,0,1,1
TheDukeOfNearl,RT @Almaharel: These women never met till today and practiced this song online. Show them some love. #Icantkeepquiet #WomensMarch #WomensMa…,-0.460701365,1,0.6369,1,1
TFerrandino,"RT @funder: Help fund the largest anti #trump group in the world! 
#alternativefacts #theresistance #trumpleaks #womensmarch 
https://t.co/…",-0.833164595,1,0.1759,1,1
oscarwp,"RT @thehill: John Kerry and his dog join historic #WomensMarch 


https://t.co/VhAOVravsp https://t.co/B8Aqt8QzNu",0.150515582,1,0.296,1,1
umair4v,#WomensMarch #WomensMarchOnWashington #introvert https://t.co/jVpbFQy6jo,-0.124630358,,0,1,1
andrewstark02,RT @SenSanders: Congratulations to the women marching today. We must go forward to ensure full reproductive justice for all women. #WomensM…,-1.573301509,1,0.872,1,1
charpow101,"Today is the day we fight back, not with hate and violence, but with love and respect for basic human rights. Let's go march! #WomensMarch",-1.858149465,1,0.8717,1,1
infinitefern,RT @pastpunditry: Whoa. The Hoosier state is turning out. https://t.co/8yO99bJrOf,-1.256939673,,0,1,1
itisDouglas,@EveGI88 https://t.co/LmauDApdqI,-0.497115501,,0,1,1
mollythompson26,RT @clarkegriffrn: FUTURE IS FEMALE #WomensMarch https://t.co/FzIlDoN0Lc,-1.770249748,,0,1,1
JABaloney,RT @randyprine: Signs I saw from the #WomensMarch https://t.co/oL4d7yRQhL,-1.928059197,,0,1,1
Btripstheworld,RT @jalloyd4: Smarter way of doing #business: Promoting gender #equality &amp; valuing #diversity @KatCruzLDN @clearlyso https://t.co/qRwYFKxGk…,-1.655706619,1,0.7845,1,1
AmberMostyn,RT @emilyslist: We are the Noisy Majority! #WomensMarch https://t.co/ETytvZw3AA,-1.414854036,0,-0.2481,1,1
pixzed,RT @RustedRaccoon: Maybe someone can inform us all? #WhyMarch #informMe https://t.co/FpoePN7qc5,1.185228406,,0,1,0
Bjb58barb,"RT @IMPL0RABLE: #TheResistance #WomensMarchOnWashington





Flights packed with #WomensMarch participants cheering all the way to DC https://t…",-1.369105414,1,0.5106,1,1
yaelsr,"RT @Snowden: Boston, St. Louis, DC; crowds still gathering. But it's not what you see at the top of @NYTimes or @WashingtonPost. #WomensMar…",-0.866009978,1,0.296,1,1
DianeOl20918490,RT @vmedick: Unglaublich. Die Metro-Station liegt eine halbe Stunde von DC entfernt. #WomensMarch https://t.co/DpEIo9CUlX,-1.688585227,0,-0.5994,1,1
cin_nic,RT @BoingBoing: #WomensMarch https://t.co/4veqo1hvSl,-1.78462836,,0,1,1
StevenDiLauro,"RT @RichardDawkins: Everyone, men included, can join @cfi_dc, @seculardotorg, @FFRF for the @womensmarch, Jan 21. Register here: https://t.…",-1.870659484,1,0.296,1,1
BGVictria,RT @poseylogia: eu e meu filho na #WomensMarch https://t.co/8lAjujbAMH,0.093698746,,0,1,1
holtbyfanclub,RT @Nick_Offerman: I'm a nasty girl #WomensMarch https://t.co/GjFriucGUY,-1.033841384,0,-0.5574,1,1
lisa_germaine,@DebraMessing @womensmarch Will be there 🇺🇸,-1.482448675,,0,1,1
don_peck,Seems to welcome only lib woman that hate President Trump because he might do something bad. Confusing to me and many women. https://t.co/XAwD0b5EuH,1.927374907,0,-0.7269,0,0
BBlakeMiller,RT @tony_prophet: 🇺🇸🇺🇸🇺🇸Heading to San Francisco #WomensMarch  #EqualityForAll 🏳️‍🌈🏳️‍🌈🏳️‍🌈 https://t.co/0D1dl0T2hb,-1.070937101,,0,1,1
MoniqueFrugier,Add your name to let @momsrising know you're planning to be a part of @womensmarch on Jan 21st! #MomsMarching https://t.co/7QmQBwPylY,-1.480952464,,0,1,1
telkolaly,RT @ShireenQudosi: A two minute clip that spotlights the utter hypocrisy of Linda Sarsour in the Women's March. Exposes her documented bigo…,1.234700998,0,-0.128,0,0
JacknCas,@EthanDolan Yes that's right! We're all equal! We are all humans!👍💪✊👍😄 #WomensMarch #Equality #EqualityforAll #EqualRights #LoveTrumpsHate,-0.761411881,1,0.8433,1,1
farahIvNA,RT @WomenintheWorld: Check out the @womensmarch on Washington's full list of speakers for today's rally: https://t.co/nylnJoR4sE https://t.…,0.572642962,,0,1,1
danielbaldonado,"RT @maywarren11: OH on march route ""the Canadians are here, that's how f-d up we are"" #WomensMarch",0.24736979,,0,1,1
Jedidyke,Can't believe some ppl think this is actually acceptable and voted him in😞@AmboClaire @jemma_redgrave @womensmarch https://t.co/1KEF2OMhQz,-1.418025096,0,-0.2023,0,1
RESISTlikeits73,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",-2.028495282,1,0.8519,1,1
ymat8s,"RT @KHayhoe: You know something's up when there's even a #WomensMarch in Lubbock TX, the 2nd most conservative city in the US. During a dus…",-1.911370597,,0,1,1
NinaLockwood,"RT @JenLangtonVox: We have wonderful volunteer stewards for #WomensMarch Manchester. With our numbers growing, any further volunteers would…",0.192386883,1,0.6597,1,1
IlariaLegittimo,"RT @RestingPlatypus: Headed downtown LA with my Mom, Dad and brother to march. Let's do this! ❤️💛💙💚💙 #WomensMarch",-0.871960515,1,0.9589,1,1
hechristmas,"RT @BScottChristmas: For the sake of the many amazing women in my life, especially my wife and two young daughters, I stand in solidarity w…",-0.968179625,1,0.7184,1,1
Joe_Calexit,"RT @womensmarch: Have you read #MLK's Letter from a Birmingham Jail in its entirety? You can read it here: https://t.co/yZUUPMhsgi 


#MLKDAY…",-2.233652637,,0,1,1
nydamukhtar,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,0.289445738,1,0.4199,1,1
palmtreessway,RT @reaIDonaldTrunp: Hillary caught Bill staring at Ivanka lmao #WomensMarch https://t.co/XD769e2wvQ,1.601206592,1,0.5994,0,0
SilverAdie,RT @funder: #BREAKING:Docs reveal Trump opened 32 new companies in 10 countries since Election Day #trumpleaks #theresistance #womensmarch…,-1.514040071,,0,0,1
wondersstark,RT @2010TJR: https://t.co/uXJscLpGuu So I made a video... #WomensMarch #WomensMarchOnWashington I hope it is enjoyed by many. If you hate i…,-1.809466802,1,0.3612,1,1
Lee__Corn,"""Tête haute et griffes sorties"" pour la #WomensMarch de #Montpellier 


✊🏼😼 https://t.co/GdeBOLRo4p",-0.053954887,1,0.3612,1,1
Civldisobedient,"RT @billmckibben: They say LA is a car city, no one walks anywhere. #womensmarch https://t.co/VbWN4qpTsY",-1.761043358,0,-0.296,0,1
caseyboyle,So proud of Austin right now. https://t.co/VHvUg93hYb,-1.583392542,1,0.5256,1,1
loopacim,"RT @SharnaBurgess: ""Be a lady"" The time is now to hold men responsible to the same expectations that have been expected of women for so lon…",-0.271284029,1,0.3182,1,1
BeautyBind,"RT @CharismaMolotov: Today I march for my mother, my sister, my daughter, my friends, &amp; me.





#WomensMarch #NotMyPOTUS #TheResistance",-2.32531603,1,0.4767,1,1
Debra_Roux,"RT @sfpelosi: #whyIMarch: #imarchfor Hillary Clinton, the millions of girls she has inspired to #dreambig, and the Madam POTUS we will one…",-1.537375764,1,0.4939,1,1
oneinatree,@mykalmphoto @indystar @womensmarch great shots,-1.695508396,1,0.6249,1,1
PDTTimR,"With the hostility going on at marches lately, it's nice to see a positive and peaceful one. #WomensMarch https://t.co/WXB3hWyugg",0.741708497,1,0.7269,1,1
MessBusterAK,RT @lsgordon: YUUGE marches all over! Sorry DC @womensmarch  didn't #AddHerName but my sis @lgordonsswc -&amp; others- did @mmpadellan https://…,-2.296211765,0,-0.1134,1,1
REPUBL_I_CAN,"#womensmarch said theyre marching 4 me. couldnt find MY sign .saying.. ❤ alpha males, Go Trump, Stay home n raise ur kids, no more abortions",1.773056838,1,0.4588,0,0
Miffit1,"RT @bobocek: A smaller #WomensMarch in Mentone, Alabama. About 50 people in a town of 360, not too bad. https://t.co/aKk2hHyDeC",-1.764226749,1,0.431,1,1
sfwillingham,Women's march on Lansing   #unity #whyIMarch  #MarchOnLansing https://t.co/Rxh3rYi6Mr,-1.606333186,,0,1,1
Doodisgirl,RT @cosmith821: Agree https://t.co/T5BISaUUf8,1.87577258,1,0.3612,1,1
thedoctorkhan,RT @VeraMBergen: Women feel so strongly about Donald Trump that there was a #WomensMarch today in...Antarctica (photo from a friend) https:…,-2.328594584,1,0.7133,1,1
Clashing80s,So did this educated woman. https://t.co/cr1MN21pnC,2.334519404,,0,0,1
greglee91,"RT @aannggeellll: Disability fam: Whether or not you were able to march today, your voice is just as valid &amp; we will be heard💞. #WomensMarc…",0.132827573,1,0.6486,1,1
aileenbeItran,RT @PopCrave: From London and Paris to South Africa and Antarctica the #WomensMarch leaves a revolutionary impact on this planet! https://t…,-0.819987815,,0,1,1
DonnaCWrites,RT @Breznican: Carrie Fisher isn't gone. She was alive and well at the #WomensMarch. https://t.co/raSLIW8bzS,0.962304873,1,0.5719,1,1
nicolesylvie,RT @B_Alysse: Today's #WomensMarch was the largest inaugural protest in U.S. history. https://t.co/vGpXwJXGP9,-0.745612849,0,-0.25,1,1
Reiner_Jake,"""We aren't asking for more rights, we are just asking for equal rights,"" said one marcher. #WomensMarch @KPRC2 https://t.co/g2lfgqVJhM",0.133789364,,0,1,1
thats_dope_yo,RT @Yeahmorgs: The most iconic sign today. #womensmarch https://t.co/gzMHKGIx9v,-0.854690302,,0,1,1
jazmin_v99,RT @abigailsgriffin: A Man™ #WomensMarch https://t.co/0J8TdIY5Np,-0.032738687,,0,1,1
MawadhNajm,"RT @nbaa2t: شايفين المغنيات الامريكيات كيف نزلوا للشارع مع الناس لمن حسوا انه حقوق النساء ممكن تُمس !


شايفين الوقفة ؟


ياليت البرجوازيات يتع…",-0.438214929,,0,1,1
alicia_furiosa,RT @tammy: Good morning. #WomensMarch https://t.co/gZdJMR2wua,-2.145907456,1,0.4404,1,1
Beutifulgame,RT @hilarysontag: #TheResistance Don't give #Trump a minute of your time on January 20th. Turn off your TV and turn back on the 21st for #W…,-1.932499597,,0,1,1
_albapc,"RT @_60crespo: @Marcha7Nmadrid 


@womensmarch


#MarchaMujeresUSA Por el derecho a decidir sobre nuestros cuerpos",-0.313203165,,0,1,1
LoriSums,"RT @ConstanceWu: I’ll be at the @womensmarch on Jan 21 in DC, join us! #WhyIMarch #WomensMarch",-2.023857191,1,0.3595,1,1
itsclaudialee,RT @EmmaWatson: #WomensMarch https://t.co/HkSrOqFTmk,0.066182882,,0,1,1
agsterthoughts,"RT @maliagriggs: 500,000 strong marched peacefully down 5th Ave today in NYC, and the weather got the memo ☀️ #WomensMarch #whyIMarch https…",-0.303333643,1,0.7717,1,1
FaithinNewYork,Our very own Rev. Yolanda Brown of Harlem prayed with her feet today! @womensmarch @piconetwork @weresistpodcast #w… https://t.co/iot3Orf8Vv,-1.390052799,,0,1,1
CaIChristopher,@Henwick26 @charliebeeman at the drop of a hat? Sorry I forgot that there have been countless #WomensMarch 's over the past few months 🙄,-0.489059875,0,-0.34,1,1
